"idtitulo","nombre","idtipotitulo","idarea","idcarrera","tipotitulofijo","idtitulopresencial","fecha","esuniversidad","modiuniversidad","idterminal","idsubterminal","id_orientaciondiniece","anio_art_43","resolucion_art_43","en_sicer"
3324,"Magister en Ciencias de la Ingeniería - Menciones en Ingeniería Eléctrica, Ingeniería Química e Ingeniería Mecánica","M","IECA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
13165,"Magister en Ciencias de la Madera, Celulosa y Papel","M","AGIN",126,"S",0,"2015-12-21",0,0,1,1,0,0,"No Corresponde",True
3590,"Magister (orientación Físico Química)","M","FISI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
3791,"Profesor en Ciencias de la Comunicación Social","G","COSO",35,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
3802,"Técnico en Lenguas","TI","OTID",35,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
3833,"Magister en Viticultura y Enología","M","AGAG",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
3847,"Profesor en Física y Tecnología","G","FISI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4000,"Abogado especializado en Derecho de Familia","E","DERE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
373,"Graduado en Administración y Finanzas","G","ADDI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
936,"Profesor en Instrumento de Cuerda","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4002,"Abogado especialista en Derecho Bancario","E","DERE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4004,"Abogado especializado en Derecho Notarial y Registral","E","DERE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4009,"Analista Superior en Administración","TINT","ADDI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4019,"Asistente en Ingeniería Electrónica","TINT","INCA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6132,"Analista Universitario en Monitoreo del Ambiente","TINT","EYCA",30,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4021,"Asistente Social especialista Asistencia Familiar","G","SESO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4031,"Bachiller Superior en Inglés","TINT","INGL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4034,"Botánico","G","BIOL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6136,"CBC - Diseñador Industrial especialista en Productos","CC","DISE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6137,"CBC - Licenciado en Relaciones Internacionales","CC","DIRI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6133,"Licenciado en Educación Matemática","CL","MATE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4066,"Consultor en Relaciones Públicas","G","REPU",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6140,"CBC - Licenciado en Física","CC","FISI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4098,"Doctor en Astrometría","D","ASTR",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
14584,"Profesor en Ciencias Políticas - Ciclo de Complementación Curricular","CCC","FODO",162,"S",0,"2018-07-02",0,0,1,1,0,0,"No Corresponde",True
4104,"Doctor en Ciencias Bioquímicas orientación Bioquímica","D","BIOQ",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4105,"Doctor en Ciencias Bioquímicas orientación Industria Bioquímica","D","BIOQ",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4107,"Doctor en Ciencias Económicas orientación Administración","D","ECON",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4116,"Doctor en Medicina Diplomado en Salud Pública","D","SAPU",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4119,"Ecólogo","G","EYCA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4121,"Educador de Adultos","TI","CSED",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4127,"Especialista en Dirección de Empresas","E","ADDI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4157,"Doctor en Industrias Bioquímico-Farmacéuticas","D","BIOQ",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4161,"Doctor en Ciencias Bioquímicas","D","BIOQ",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4165,"Doctor en Ciencias Económicas orientación Economía Política","D","ECON",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4171,"Doctor en Ciencias Químicas orientación Bromatología","D","QUIM",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4172,"Doctor en Ciencias Químicas orientación Química","D","QUIM",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4179,"Doctor en Filosofía y Letras orientación Ciencias de la Educación","D","CSED",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4181,"Doctor en Filosofía y Letras orientación Geografía","D","GEOG",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4182,"Doctor en Filosofía y Letras orientación Historia","D","HIST",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4183,"Doctor en Filosofía y Letras orientación Letras","D","LETR",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4184,"Doctor en Filosofía y Letras orientación Psicología","D","PSIC",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4191,"Doctor en Ortodoncia","D","ODON",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4194,"Hidrotécnico","TI","HIDR",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4198,"Especialista en Explotación de Yacimientos-Rama Producción","E","IPET",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4203,"Ingeniero Agrónomo orientación Economía Rural","G","AGAG",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4204,"Ingeniero Agrónomo orientación Fitotecnia","G","AGAG",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4205,"Ingeniero Agrónomo orientación Producción Agropecuaria","G","AGAG",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4206,"Ingeniero Agrónomo orientación Zootecnia","G","AGAG",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4207,"Ingeniero Agrónomo y Zootecnista","G","AGAG",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4214,"Ingeniero de Petróleo orientación Explotación","G","IPET",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4215,"Ingeniero de Petróleo orientación Industrialización","G","IPET",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4219,"Ingeniero Electricista especialidad Explotación de Yacimientos","E","IECA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4220,"Ingeniero Electricista especialidad Industrialización","E","IECA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4222,"Ingeniero Electricista orientación Industrial","G","IECA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4223,"Ingeniero Electromecánico orientación Electricista","G","IEME",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4224,"Ingeniero Electromecánico orientación Electrónica","G","IEME",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4225,"Ingeniero Electromecánico orientación Mecánica","G","IEME",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4229,"Ingeniero en Petróleo especialidad Explotación de Yacimientos","E","IPET",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4230,"Ingeniero en Petróleo especialidad Explotación del Petróleo","E","IPET",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4231,"Ingeniero en Petróleo especialidad Gas","E","IPET",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4232,"Ingeniero en Petróleo especialidad Geofísica del Petróleo","E","IPET",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4233,"Ingeniero en Petróleo especialidad Geología del Petróleo","E","IPET",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4234,"Ingeniero en Producción","G","IPRO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6142,"CBC - Licenciado en Comercialización","CC","COME",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4239,"Ingeniero en Telecomunicaciones especialidad Explotación","E","ITEL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4254,"Ingeniero Industrial Agropecuario","G","ININ",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4255,"Ingeniero Industrial especialidad Explotación de Yacimientos","E","ININ",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4256,"Ingeniero Industrial especialidad Gas","E","ININ",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4260,"Ingeniero Mecánico Electricista especialidad Gas","E","INME",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4261,"Ingeniero Mecánico especialidad Gas","E","INME",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4262,"Ingeniero Mecánico especialidad Geofísica del Petróleo","E","INME",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4263,"Ingeniero Mecánico especialidad Industrialización del Petróleo","E","INME",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4264,"Ingeniero Mecánico especialidad Explotación de Yacimientos","E","INME",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4265,"Ingeniero Metalúrgico especialidad Gas","E","IMET",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4266,"Ingeniero Químico con orientación en Petroquímica","G","INQU",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4267,"Ingeniero Químico especialidad Gas","E","INQU",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4268,"Ingeniero Químico especialidad Geofísica del Petróleo","E","INQU",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4269,"Ingeniero Químico especialidad Industrialización del Petróleo","E","INQU",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4271,"Inglés","G","INGL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4272,"Licenciado en Ciencias de la Comunicación orientación Medios","G","COSO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4273,"Licenciado en Administración con Mención en Sector Empresarial","G","ADDI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4275,"Licenciado en Administración Hospitalaria","G","ADDI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4276,"Licenciado en Administración orientación Administración","G","ADDI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4279,"Licenciado en Artes Plásticas orientación Vitral","G","ARPL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4280,"Licenciado en Castellano, Literatura y Latín","G","LETR",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4282,"Licenciado en Ciencias Biológicas orientación Ecología","G","BIOL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4283,"Licenciado en Ciencias Biológicas orientación Molecular","G","BIOL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4286,"Licenciado en Ciencias de la Educación en el Área Educacional","G","CSED",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
15516,"Licenciado/a en Agroinformática","G","INFO",34,"S",0,"2020-09-24",0,0,1,1,0,0,"No Corresponde",True
4290,"Licenciado en Ciencias de la Educación especialidad Ciencias Sociales","G","CSED",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4291,"Licenciado en Ciencias de la Educación especialidad Psicología Educacional","G","CSED",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4298,"Licenciado en Ciencias Geológicas orientación Yacimientos","G","GEOL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4304,"Licenciado en Ciencias Químicas orientación Química Industrial","G","QUIM",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4305,"Licenciado en Ciencias Químicas especialidad Minería","G","QUIM",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4312,"Licenciado en Derecho Administrativo y Administración Pública","G","DERE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4313,"Licenciado en Derecho Contractual y Registral","G","DERE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4319,"Licenciado en Educación Permanente orientación Administración","G","CSED",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4320,"Licenciado en Educación Permanente orientación  Educación","G","CSED",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4321,"Licenciado en Educación Permanente orientación Capacitación","G","CSED",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4326,"Licenciado en Farmacia Industrial","G","FARM",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4328,"Licenciado en Filosofía para Profesor de Enseñanza","G","FILO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4330,"Licenciado en Física y Química","G","FISI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4332,"Licenciado en Geología especialidad Explotación de Yacimientos","G","GEOL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4335,"Licenciado en Historia Argentina y Americana","G","HIST",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4336,"Licenciado en Historia de las Artes","G","ARPL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4340,"Licenciado en Industrias Bioquímicas y Farmacéuticas orientación Producción Farmacéutica y Cosmética","G","FARM",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4341,"Licenciado en Industrias Bioquímico-Farmacéuticas orientación Biotecnología y Microbiología Industrial","G","FARM",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4342,"Licenciado en Ingeniería de Sistemas","G","INSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4345,"Licenciado en Letras especialidad Literatura Iberoamericana","G","LETR",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4346,"Licenciado en Letras para Profesor de Enseñanza","G","LETR",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4347,"Licenciado en Literatura","G","LETR",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4350,"Licenciado en Música - orientación Piano","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4359,"Licenciado en Oceanografía orientación Biología","G","OCEA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4360,"Licenciado en Oceanografía orientación Biología Marina","G","OCEA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5714,"Técnico en Explotación de Minas","TI","INMI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4363,"Licenciado en Oceanografía orientación Química","G","OCEA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4365,"Licenciado en Pedagogía especialidad Asesoría Pedagógica","G","PEDA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4367,"Especialista en Psicología Clínica orientación Psicoanalítica","E","PSIC",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4368,"Licenciado en Psicología orientación Industrial y Laboral","G","PSIC",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4369,"Licenciado en Psicología orientación Jurídica y Forense","G","PSIC",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4370,"Licenciado en Psicopedagogía especialidad  Orientador E","G","PSPE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4375,"Licenciado en Química especialidad Explotación de Yacimientos","G","QUIM",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4376,"Licenciado en Química especialidad Industrialización del Petróleo","G","QUIM",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4380,"Licenciado en Química orientación Química Biológica","G","QUIM",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4388,"Licenciado en Sistemas de Información para la Salud","G","SIST",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4395,"Especialista en Explotación de Yacimientos Rama Ingeniería de Reservorios","E","IPET",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4400,"Licenciado y Profesor en Historia del Arte","G","ARAU",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5718,"Profesor de Enseñanza Secundaria, Normal y Especial en Geografía","G","GEOG",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6143,"CBC - Licenciado en Comercio Internacional","CC","COEX",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4405,"Profesor de Enseñanza Media y Técnica","G","SA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4406,"Profesor de Enseñanza Media, Técnica y Superior","G","SA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4414,"Maestro Ayudante de Coro","TINT","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4415,"Maestro Director de Coro","TINT","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4416,"Maestro en Actividades Prácticas","TINT","SA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4429,"Magister en Literaturas Clásicas","M","LETR",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4433,"Magister Scientiae en Ciencias Agrarias","M","AGAG",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4436,"Master en Organización y Ordenamiento Territorial","M","ARQU",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4295,"Licenciado en Ciencias Geológicas Especialidad Geología","G","GEOL",1,"S",0,"2010-12-31",0,0,1,1,0,2008,"1412",True
4296,"Licenciado en Ciencias Geológicas Especialidad Minería","G","GEOL",1,"S",0,"2010-12-31",0,0,1,1,0,2008,"1412",True
4333,"Licenciado en Geología especialidad Geología del Petróleo","G","GEOL",1,"S",0,"2010-12-31",0,0,1,1,0,2008,"1412",True
4453,"Médico especialista en Cardioangiología","E","MEDI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4458,"Médico especialista en Medicina Plástica y Reconstructiva","E","MEDI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4472,"Médico especialista en la Patología de la Comunicación y del Aprendizaje","E","MEDI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5722,"Profesor de Traducción en Francés","G","FRAN",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5723,"Profesor en Ciencia Política","G","CSPO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5725,"Profesor en Enfermería","G","ENFE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4510,"Perito Universitario en Turismo","TI","TURI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4526,"Profesor de Enseñanza Diferenciada en Débiles Mentales","G","EDES",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4530,"Profesor de Enseñanza Media en Ciencias Agrarias","G","AGAG",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4532,"Profesor de Enseñanza Media en Ciencias Exactas y Aplicadas","G","MATE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4537,"Profesor de Enseñanza Media, Normal y Especial en Filosofía","G","FILO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4538,"Profesor de Enseñanza Media Secundaria, Normal y Especial","G","SA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4540,"Profesor de Enseñanza Media, Técnica y Superior No Universitaria","G","SA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4548,"Profesor de Enseñanza Media y Terciaria en Ciencias de la Educación","G","CSED",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4550,"Profesor de Enseñanza Media, Normal y Especial en Castellano","G","LETR",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4553,"Profesor de Enseñanza Media, Normal y Especial en Matemática","G","MATE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4555,"Profesor en Enseñanza Primaria en Portugués y Español","G","OTID",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4557,"Profesor de Enseñanza Secundaria en Alemán","G","OTID",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4558,"Profesor de Enseñanza Secundaria en Francés","G","FRAN",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4559,"Profesor de Enseñanza Media Secundaria Normal","G","SA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4569,"Profesor de Música, especialidad Arpa","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4570,"Profesor de Música, especialidad Clarinete","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4574,"Profesor de Música, especialidad Fagot","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4576,"Profesor de Música, especialidad Instrumento","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4577,"Profesor de Música, especialidad Oboe","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4579,"Profesor de Música, especialidad Percusión y Accesorios","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4581,"Profesor de Música, especialidad Trombón","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4582,"Profesor de Música, especialidad Trompa","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4585,"Profesor de Música, especialidad Violoncello","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4586,"Profesor de Música, especialidad Educación Musical","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4588,"Profesor de Música, orientación Dirección Orquestal","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4597,"Profesor en Cerámica Artística","G","ARPL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4600,"Profesor de Enseñanza Media en Ciencias Jurídicas","G","DERE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4608,"Profesor en Enseñanza Media especialidad Ciencias Naturales","G","CSNA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4609,"Profesor en Enseñanza Media especialidad Química","G","QUIM",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4610,"Profesor para la Enseñanza Media y Superior en Ciencias Físico Matemáticas","G","FISI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4616,"Profesor en Humanidades especialidad Filosofía","G","FILO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4620,"Profesor en Humanidades especialidad Historia","G","HIST",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4622,"Profesor en Lengua y Literatura Alemana","G","OTID",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4624,"Profesor en Lengua y Literatura Italiana","G","OTID",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4633,"Profesor de Música en las Distintas Especialidades","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4634,"Profesor Nacional de Música, especialidad Educación","G","MUSI",114,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4512,"Planificador Urbano Regional","TI","ARQU",17,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4635,"Profesor Nacional de Música, especialidad Instrumento","G","MUSI",114,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4637,"Profesor Nacional de Música, especialidad Educación Musical","G","MUSI",114,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4638,"Profesor Nacional en Artes Visuales","G","ARAU",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5737,"Profesor en Interpretación de Conferencias en Francés","G","FRAN",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4655,"Profesor Superior en Violón","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4693,"Técnico en Comunicaciones Visuales","TI","COSO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5738,"Profesor en Interpretación de Conferencias en Portugués","G","OTID",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4720,"Técnico Superior en Minas","TI","INMI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4722,"Técnico Universitario Electromecánico","TI","IEME",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4741,"Técnico Universitario en Museos Históricos","TI","CSIN",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4743,"Técnico Agrónomo orientación Producción Vegetal","TI","AGAG",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4752,"Traductor para Empresas","G","OTID",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4753,"Traductor Público de Árabe","G","OTID",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4754,"Traductor Público de Croata","G","OTID",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4755,"Traductor Público de Esloveno","G","OTID",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4756,"Traductor Público de Húngaro","G","OTID",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4757,"Traductor Público de Polaco","G","OTID",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4758,"Traductor Público de Sueco","G","OTID",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4759,"Zoólogo","G","BIOL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5740,"Profesor en Traducción en Portugués","G","OTID",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
