"idinstitucion","cuit","nombre","nombre_corto","tipo","jurisdiccion","sigla","idpadreinstitucion","casillacorreo","clasificacion","regimen","observaciones","esuniversidad","modiuniversidad","email","web","cue","facebook","twitter","vigencia_hasta","solo_guia","nivelcpres","en_cpres","idnivel","en_sicer","prefijo","telefono1","telefono2"
967,"","Módulo Chos Malal - Fac. de Economía y Administración","","UA","N","UNC",36,"","","PU","",0,0,"webinfo@uncoma.edu.ar","www.uncoma.edu.ar","076204842","","",1996,0,1,True,2,True,NULL,NULL,NULL
2896,"","Facultad de Educación Elemental y Especial - Delegación San Rafael","","UA","N","",38,"","","PU","",0,0,"","","075001557","","",2016,0,1,True,2,True,NULL,NULL,NULL
2893,"","Facultad de Educación Elemental y Especial - Delegación Santa Rosa","","UA","N","",38,"","","PU","",0,0,"fe@uncuyo.edu.ar","","075001558","","",2016,0,1,True,2,True,NULL,NULL,NULL
3081,NULL,"Facultad de Educación Elemental y Especial - Delegación Tunuyán",NULL,"UA","N","",38,"",NULL,"PU",NULL,0,0,"info@uncuyo.edu.ar","","075001559","","",2016,0,1,True,2,True,NULL,NULL,NULL
707,"","Convenio entre: Facultad de Ciencias Políticas y Sociales y Fac. de Ciencias Económicas","","UA","N","-",38,"-","","PU","",0,0,"root@raiz.uncu.edu.ar","www.uncu.edu.ar","075001564","","",2000,0,1,True,2,True,NULL,NULL,NULL
921,"","Fac. de Agron. y Veter. - Fac. de Ing. Qca.","","UA","N","",44,"","","PU","",0,0,"euaa@unl.edu.ar","http://www.unl.edu.ar","078204921","","",1997,0,1,True,2,True,NULL,NULL,NULL
918,"","Fac. de Cs. Jurid. y Soc. - Fac. de Form. Docente en Cs.","","UA","N","",44,"","","PU","",0,0,"euaa@unl.edu.ar","http://www.unl.edu.ar","078204922","","",1997,0,1,True,2,True,NULL,NULL,NULL
806,"","Fac. de Ing. Qca.- Fac. de Bioq.- INTEC","","UA","N","",44,"","","PU","",0,0,"euaa@unl.edu.ar","http://www.unl.edu.ar","078204923","","",1997,0,1,True,2,True,NULL,NULL,NULL
3411,NULL,"Facultad de Ingeniería. - sede General Las Heras",NULL,"UA","N","",45,"",NULL,"PU",NULL,0,0,"","","070602823","","",2000,1,1,True,2,True,NULL,NULL,NULL
3041,NULL,"Instituto Superior de Observatorio Astronómico",NULL,"UA","N","ISOA",43,"",NULL,"PU",NULL,0,0,"extension@fcaglp.unlp.edu.ar","","070602525","","",2018,0,1,True,2,True,NULL,NULL,NULL
432,"","Escuela de Artes Musicales","","UA","N","",58,"","","PU","",0,0,"ismusica.unt@gmail.com","www.herrera.unt.edu.ar/facet","079004326","","",2018,0,1,True,2,True,NULL,NULL,NULL
2329,"","Carrera de Medicina","","UA","N","",56,"","","PU","",0,0,"dgae@uns.edu.ar","www.uns.edu.ar","070605300","","",2006,0,1,True,2,True,NULL,NULL,NULL
1815,"","Escuela de Agricultura y Ganadería","","UA","N","",56,"8000","","PU","",0,0,"agricu@uns.edu.ar","www.uns.edu.ar","070605324","","",1996,0,1,True,2,True,NULL,NULL,NULL
1816,"","Escuela Ciclo Básico","","UA","N","",56,"8000","","PU","",0,0,"dgae@uns.edu.ar","www.uns.edu.ar","070605331","","",1996,0,1,True,2,True,NULL,NULL,NULL
2807,"","Facultad de Ciencias de la Educación","","UA","N","F.C.E.",54,"","","PU","",0,0,"areaingh@unsl.edu.ar","http://www.humanas.unsl.edu.ar","077403901","","",2006,0,1,True,2,True,NULL,NULL,NULL
976,"","Facultad de Cs.Exactas - Fac. Cs. Médicas","","UA","N","",51,"","","PU","",0,0,"academica@unr.edu.ar","www.unr.edu.ar","078203618","","",2018,0,1,True,2,True,NULL,NULL,NULL
804,"","Instituto de Artes de Aguilares","","UA","N","",58,"","","PU","",0,0,"info@unt.edu.ar","www.herrera.unt.edu.ar/facet","079004330","","",2018,0,1,True,2,True,NULL,NULL,NULL
939,"","Universidad Virtual de Quilmes","","UA","N","",84,"","","PU","",0,0,"informacion@unq.edu.ar","http://www.unq.edu.ar/","070603309","","",2016,0,1,True,2,True,NULL,NULL,NULL
2676,"","Carreras de Posgrado","","UA","N","",84,"","","PU","",0,0,"info@unq.edu.ar","http://www.unq.edu.ar/index.jsp","070603300","","",2016,0,1,True,2,True,NULL,NULL,NULL
4100,NULL,"Delegación Rivadavia",NULL,"UA","N","",33,"",NULL,"PU",NULL,0,0,"alumnos@agro.uba.ar","https://www.agro.uba.ar/",NULL,"","",9999,0,1,False,4,True,"011","52855000",NULL
2364,"","Facultad de Derecho y Ciencias Sociales - Sede Río Cuarto","","UA","N","",68,"","","PR","",0,0,"seccionacademica@uccuyo.edu.ar","www.uccuyo.edu.ar","071406711","","",2016,0,1,True,2,True,NULL,NULL,NULL
2365,"","Facultad de Filosofía y Humanidades - Sede Río Cuarto","","UA","N","",68,"","","PR","",0,0,"seccionacademica@uccuyo.edu.ar","www.uccuyo.edu.ar","071406712","","",2016,0,1,True,2,True,NULL,NULL,NULL
2414,"","Instituto Universitario del Gran Rosario","","UA","N","",2356,"","","PR","",0,0,"comunicacion@iugr.edu.ar","http://www.iugr.edu.ar/","078210401",NULL,NULL,9999,0,1,True,2,True,NULL,NULL,NULL
4101,NULL,"Lincoln",NULL,"UA","N","",33,"",NULL,"PU",NULL,0,0,"alumnos@agro.uba.ar","https://www.agro.uba.ar/",NULL,"","",9999,0,1,False,4,True,"011","52855000",NULL
3583,NULL,"Rectorado",NULL,"UA","N",NULL,2356,NULL,NULL,"PR",NULL,0,0,"estadistica@iugr.edu.ar","http://www.iugr.edu.ar/",NULL,"","",9999,0,2,True,1,True,NULL,NULL,NULL
897,"","Escuela de Ciencias de la Información","","UA","N","",37,"","","PU","",0,0,"academica@eci.unc.edu.ar","www.eci.unc.edu.ar","071401416","","",2016,0,1,True,2,True,NULL,NULL,NULL
170,"","Escuela de Trabajo Social","","UA","N","",37,"","","PU","",0,0,"secr_academica@ets.unc.edu.ar","www.ets.unc.edu.ar","071401407","","",2016,0,1,True,2,True,NULL,NULL,NULL
169,"","Facultad de Derecho y Ciencias Sociales","","UA","N","",37,"","","PU","",0,0,"academica@derecho.unc.edu.ar","www.derecho.unc.edu.ar","071401406","","",2016,0,1,True,2,True,NULL,NULL,NULL
1793,"","Facultad de Matemática, Astronomía y Física","","UA","N","",37,"","","PU","",0,0,"academica@famaf.unc.edu.ar","www.famaf.unc.edu.ar","071401426","","",2016,0,1,True,2,True,NULL,NULL,NULL
190,"","Facultad de Educación Elemental y Especial","","UA","N","FEEYE",38,"","","PU","",0,0,"feeye@uncu.edu.ar","www.educacion.uncu.edu.ar","075001509","","",2016,0,1,True,2,True,NULL,NULL,NULL
2550,"","Facultad de Educación Elemental y Especial - Delegación San Martín","","UA","N","-",38,"-","","PU","",0,0,"root@raiz.uncu.edu.ar","www.uncuyo.edu.ar","075001539","","",2016,0,1,True,2,True,NULL,NULL,NULL
2908,NULL,"Escuela de Enfermería - Convenio Tafí del Valle",NULL,"UA","N","",58,"",NULL,"PU",NULL,0,0,"info@unt.edu.ar","www.fm.unt.edu.ar/carreras/webenfermeria","079004322","","",2018,0,1,True,4,True,NULL,NULL,NULL
2719,"","Escuela de Enfermería - Convenio Simoca","","UA","N","",58,"","","PU","",0,0,"info@unt.edu.ar","www.fm.unt.edu.ar/carreras/webenfermeria","079004320","","",2014,0,1,True,4,True,NULL,NULL,NULL
3727,NULL,"Sede Puan",NULL,"UA","N","",56,"",NULL,"PU",NULL,0,0,"Secac@uns.edu.ar","",NULL,"","",2015,0,1,False,4,True,NULL,NULL,NULL
3619,NULL,"Rectorado",NULL,"UA","N","",2853,NULL,NULL,"PR",NULL,0,0,"info@umet.edu.ar","www.umet.edu.ar","070212807",NULL,NULL,9999,0,2,True,1,True,"11","0810-222-8638","0810-222-8638"
2872,"","Escuela de Ingenieria","","UA","N","",2631,"info","","PU","",0,0,"evaluacionyacreditacion@unvime.edu.ar","www.unvime.edu.ar","077404503","","",2018,0,1,True,2,True,NULL,NULL,NULL
3152,NULL,"Departamento de Desarrollo Aeroportuario",NULL,"UA","P","",3148,"",NULL,"PU",NULL,0,0,"daeroportuario@upe.edu.ar","www.upe.edu.ar","070605802","","",2019,0,1,True,2,True,NULL,NULL,NULL
2875,"","Escuela de Ciencias Ambientales y Biotecnología","","UA","N","",2631,"info","","PU","",0,0,"evaluacionyacreditacion@unvime.edu.ar","www.unvime.edu.ar","077404504","","",2018,0,1,True,2,True,NULL,NULL,NULL
3150,NULL,"Departamento de Desarrollo Tecnológico",NULL,"UA","P","",3148,"",NULL,"PU",NULL,0,0,"dtecnologico@upe.edu.ar","www.upe.edu.ar","070605803","","",2019,0,1,True,2,True,NULL,NULL,NULL
3662,NULL,"Rectorado",NULL,"UA","N","",2172,"",NULL,"EX",NULL,0,0,"informes@unibo.edu.ar","http://www.unibo.edu.ar/",NULL,"","",2019,0,2,True,1,True,NULL,NULL,NULL
2497,"","Carreras Dependientes de Rectorado - Sede Virtual","","UA","N","",49,"","","PU","",0,0,"webmastervirtual@unne.edu.ar","http://virtual.unne.edu.ar/web2015/index.php",NULL,"","",2010,0,1,True,1,True,NULL,NULL,NULL
2978,NULL,"Rectorado",NULL,"UA","N","",741,"",NULL,"PU",NULL,0,0,"rectorado.posgrados@iuna.edu.ar","www.iuna.edu.ar/posgrados",NULL,NULL,NULL,2014,0,1,True,1,True,NULL,NULL,NULL
300,"","Delegación Académica 9 de Julio","","UA","N","",46,"","","PU","",0,0,"informes@unlu.edu.ar","http://www.unlu.edu.ar/",NULL,NULL,NULL,2003,0,1,True,4,True,NULL,NULL,NULL
296,"","Delegación Académica Escobar","","UA","N","",46,"","","PU","",0,0,"informes@unlu.edu.ar","http://www.unlu.edu.ar/",NULL,NULL,NULL,2005,0,1,True,4,True,NULL,NULL,NULL
299,"","Delegación Académica Pergamino","","UA","N","",46,"","","PU","",0,0,"informes@unlu.edu.ar","http://www.unlu.edu.ar/",NULL,NULL,NULL,2006,0,1,True,4,True,NULL,NULL,NULL
2587,"","Módulo Trelew - Facultad de Ciencias del Ambiente y de la Salud","","UA","N","FCAS",36,"","","PU","",0,0,"essaunc@uncoma.edu.ar","www.uncoma.edu.ar","072604833","","",2021,0,1,True,4,True,NULL,NULL,NULL
2311,"","Módulo Trelew - ESSA","","UA","N","",36,"","","PU","",0,0,"webinfo@uncoma.edu.ar","www.uncoma.edu.ar",NULL,NULL,NULL,2010,0,1,True,2,True,NULL,NULL,NULL
3394,NULL,"Facultad de Derecho - sede Goya",NULL,"UA","N","",45,"",NULL,"PU",NULL,0,0,"","","071802814","","",2000,0,1,True,2,True,NULL,NULL,NULL
3392,NULL,"Facultad de Derecho - sede Olavarría",NULL,"UA","N","",45,"",NULL,"PU",NULL,0,0,"","","070602816","","",2000,0,1,True,2,True,NULL,NULL,NULL
3391,NULL,"Facultad de Derecho - sede Rufino",NULL,"UA","N","",45,"",NULL,"PU",NULL,0,0,"","","078202817","","",2000,0,1,True,2,True,NULL,NULL,NULL
3753,NULL,"Unidad de Apoyo Mixto Olavarría",NULL,"UA","N","",70,"",NULL,"PR",NULL,0,0,"","",NULL,"","",2018,0,1,False,4,True,NULL,NULL,NULL
2929,NULL,"Instituto Universitario del Gran Rosario- Sede Santa Fé",NULL,"UA","N","",2356,"",NULL,"PR",NULL,0,0,"comunicacion@iugr.edu.ar","http://www.iugr.edu.ar/","078210403",NULL,NULL,9999,0,1,True,2,True,NULL,NULL,NULL
2930,NULL,"Instituto Universitario del Gran Rosario- Extensión aúlica Venado Tuerto",NULL,"UA","N","",2356,"",NULL,"PR",NULL,0,0,"comunicacion@iugr.edu.ar","http://www.iugr.edu.ar/","078210404",NULL,NULL,9999,0,1,True,2,True,NULL,NULL,NULL
2514,"","Módulo Cutral có - Facultad de Ciencias Agrarias","","UA","N","",36,"","","PU","",0,0,"webinfo@uncoma.edu.ar","www.uncoma.edu.ar","075804822","","",2016,0,1,True,4,True,NULL,NULL,NULL
880,"","Facultad de Ciencias Económicas - Sede Ushuaia","","UA","N","UNPSJB",42,"sn","","PU","",0,0,"economicas@arnet.com.ar","www.unp.edu.ar","079402419","","",2018,0,1,True,3,True,NULL,NULL,NULL
2591,"","Módulo Cutral Có - Facultad de Ciencias del Ambiente y de la Salud","","UA","N","FCAS",36,"","","PU","",0,0,"essaunc@uncoma.edu.ar","www.uncoma.edu.ar","075804837","","",2011,0,1,True,4,True,NULL,NULL,NULL
3399,NULL,"Facultad  de Derecho - sede CABA",NULL,"UA","N","",45,"",NULL,"PU",NULL,0,0,"","","070202809","","",2000,0,1,True,2,True,NULL,NULL,NULL
3395,NULL,"Facultad de Derecho - sede Ezeiza",NULL,"UA","N","",45,"",NULL,"PU",NULL,0,0,"","","070602813","","",2000,0,1,True,2,True,NULL,NULL,NULL
3393,NULL,"Facultad de Derecho - sede Mercedes",NULL,"UA","N","",45,"",NULL,"PU",NULL,0,0,"","","070602815","","",2000,0,1,True,2,True,NULL,NULL,NULL
867,"","Facultad de Ingeniería - Sede Ushuaia","","UA","N","UNPSJB",42,"","","PU","",0,0,"postmaster@prounp.tf.rffdc.edu.ar","www.unp.edu.ar","079402409","","",2019,0,1,True,3,True,NULL,NULL,NULL
2592,"","Módulo Chos Malal - Facultad de Ciencias del Ambiente y de la Salud","","UA","N","FCAS",36,"8353","","PU","",0,0,"essaunc@uncoma.edu.ar","www.uncoma.edu.ar","075804838","","",2021,0,1,True,4,True,NULL,NULL,NULL
2417,"","Universidad de San Pablo - T","San Pablo","U","N","USP-T",0,"","","PR","",0,0,"ralbarracin@uspt.edu.ar","www.uspt.edu.ar",NULL,"","",9999,0,1,True,1,True,NULL,NULL,NULL
1037,"","Departamento de Administración","","UA","N","",97,"","","PR","",0,0,"institucionales@udesa.edu.ar","www.udesa.edu.ar","070608601","","",2013,0,1,True,2,True,NULL,NULL,NULL
767,"","Departamento de Ciencia Política y Gobierno","","UA","N","",100,"","","PR","",0,0,"","www.utdt.edu",NULL,"","",2011,0,1,True,2,True,NULL,NULL,NULL
769,"","Centro de Arquitectura Contemporánea","","UA","N","CEAC",100,"","","PR","",0,0,"","www.utdt.edu",NULL,"","",2011,0,1,True,2,True,NULL,NULL,NULL
765,"","Escuela de Economía Empresarial","","UA","N","",100,"","","PR","",0,0,"","www.utdt.edu",NULL,"","",2002,0,1,True,2,True,NULL,NULL,NULL
2204,"","Università Degli Studi di Bologna","","UA","N","UNIBO",2172,"","","PR","",0,0,"informes@unibo.edu.ar","http://www.unibo.edu.ar/","070214000","","",2019,0,1,True,2,True,NULL,NULL,NULL
3856,NULL,"Hospital General de Agudos ""Dr. Ignacio Pirovano""",NULL,"UA","N","",33,"",NULL,"PU",NULL,0,0,"doeinfo@rec.uba.ar","www.fmed.uba.ar","070215419","","",9999,0,1,False,4,True,"011","52855000",NULL
4091,NULL,"Instituto Preuniversitario San Pablo Tucumán",NULL,"UA","N",NULL,2417,NULL,NULL,"PR",NULL,0,0,NULL,NULL,NULL,NULL,NULL,9999,0,1,False,2,True,NULL,NULL,NULL
4272,NULL,"Sede Regional Deán Funes - Juan Bautista Alberdi",NULL,"UA","P","",3022,NULL,NULL,"PU",NULL,0,0,"ingreso.sededfunes@upc.edu.ar","www.upc.edu.ar",NULL,NULL,NULL,9999,0,1,False,2,True,"3521","426220","426220"
4072,NULL,"Secretaria Academica",NULL,"UA","P","",3153,"",NULL,"PU",NULL,0,0,"academica@iupa.edu.ar","www.iupa.edu.ar","076214407","","",9999,0,1,False,2,True,"298","4432889",""
97,"","Universidad de San Andrés","San Andrés","U","N","UDESA",0,"","","PR","",0,0,"institucionales@udesa.edu.ar","www.udesa.edu.ar",NULL,"","",9999,0,1,True,1,True,"011","70780400 int. 4100",""
3486,NULL,"Facultad de Medicina - Centro Formador Hospital Cullen",NULL,"UA","N","",2113,"",NULL,"PR",NULL,0,0,"especializacionesmedicas@iunir.edu.ar","https://iunir.edu.ar/","078211105","","",9999,0,1,False,4,True,"0341","421-1477","425-6344"
4067,NULL,"Instituto Universitario para el Desarrollo Productivo y Tecnológico Empresarial de la Argentina","IUDPT","IU","N","IUDPT",0,"",NULL,"PR",NULL,0,0,"hernanagrecco@gmail.com","www.iudpt.edu.ar","","","",9999,0,1,False,1,False,"11","52630976",""
4093,NULL,"Facultad de Ciencias Humanas y de la Salud",NULL,"UA","P","",2899,"",NULL,"PU",NULL,0,0,"info@upso.edu.ar","www.upso.edu.ar",NULL,"","",9999,0,1,False,2,True,"2923","475693",""
4094,NULL,"Escuela de Bio y Nanotecnologías",NULL,"UA","N","",88,"",NULL,"PU",NULL,0,0,"comunicacion.institucional@unsam.edu.ar","https://www.unsam.edu.ar/",NULL,"","",9999,0,1,False,2,True,"011","40061500",""
4095,NULL,"Escuela de Hábitat y Sostenibilidad",NULL,"UA","N","",88,"",NULL,"PU",NULL,0,0,"comunicacion.institucional@unsam.edu.ar","https://www.unsam.edu.ar/",NULL,"","",9999,0,1,False,2,True,"011","40061500",""
3907,NULL,"CETUC - Tucumán",NULL,"UA","N","",55,"",NULL,"PU",NULL,0,0,"","",NULL,"","",2018,0,1,False,3,True,"0385","4509500",""
3650,NULL,"Rectorado",NULL,"UA","N","UNCA",34,"",NULL,"PU",NULL,0,0,"privada@unca.edu.ar","http://www.unca.edu.ar/",NULL,"","",9999,0,2,True,1,True,"0383","4424099",""
3823,NULL,"Hospital General de Agudos ""Dr. José María Penna""",NULL,"UA","N","",33,"",NULL,"PU",NULL,0,0,"doeinfo@rec.uba.ar","www.fmed.uba.ar","070215420","","",9999,0,1,False,4,True,"011","52855000",NULL
3824,NULL,"Hospital General de Agudos ""Dr. José María Ramos Mejía""",NULL,"UA","N","",33,"",NULL,"PU",NULL,0,0,"doeinfo@rec.uba.ar","www.fmed.uba.ar","070215421","","",9999,0,1,False,4,True,"011","52855000",NULL
3825,NULL,"Hospital General de Agudos ""Dr. Juan A. Fernández""",NULL,"UA","N","",33,"",NULL,"PU",NULL,0,0,"doeinfo@rec.uba.ar","www.fmed.uba.ar","070215422","","",9999,0,1,False,4,True,"011","52855000",NULL
3826,NULL,"Hospital General de Agudos ""Dr. Teodoro Álvarez""",NULL,"UA","N","",33,"",NULL,"PU",NULL,0,0,"doeinfo@rec.uba.ar","www.fmed.uba.ar","070215423","","",9999,0,1,False,4,True,"011","52855000",NULL
3827,NULL,"Hospital General de Agudos ""D. Velez Sarsfield""",NULL,"UA","N","",33,"",NULL,"PU",NULL,0,0,"doeinfo@rec.uba.ar","www.fmed.uba.ar","070215424","","",9999,0,1,False,4,True,"011","52855000",NULL
3828,NULL,"Hospital General de Agudos ""Parmenio Piñero""",NULL,"UA","N","",33,"",NULL,"PU",NULL,0,0,"doeinfo@rec.uba.ar","www.fmed.uba.ar","070215425","","",9999,0,1,False,4,True,"011","52855000",NULL
3898,NULL,"Hospital General de Niños ""Pedro de Elizalde""",NULL,"UA","N","",33,"",NULL,"PU",NULL,0,0,"doeinfo@rec.uba.ar","www.fmed.uba.ar","070215426","","",9999,0,1,False,4,True,"011","52855000",NULL
4273,NULL,"Sede Regional Morteros - María Justa Moyano de Ezpeleta",NULL,"UA","P","",3022,NULL,NULL,"PU",NULL,0,0,"sedemorteros.zpeleta@upc.edu.ar","www.upc.edu.ar",NULL,NULL,NULL,9999,0,1,False,2,True,"3562","425336","425336"
3596,NULL,"Rectorado",NULL,"UA","N","",2854,"",NULL,"PR",NULL,0,0,"secretaria@iucbc.edu.ar","www.iucbc.edu.ar","071412501","","",9999,0,2,True,1,True,"0351","4688260",""
3589,NULL,"Secretaria General",NULL,"UA","N","",2159,"",NULL,"IN",NULL,0,0,"vroselli@flacso.org.ar","http://www.flacso.org.ar/","070206001","","",9999,0,2,True,1,True,"(011)","5238-9478",""
2284,"","Unidad Académica Escuela de Medicina","","UA","N","IUC",922,"","","PR","",0,0,"iuc@iuc.edu.ar","www.iuc.edu.ar","070209800","","",2019,0,1,True,2,True,NULL,NULL,NULL
2196,"","Facultad Latinoamericana de Ciencias Sociales","","UA","N","FLACSO",2159,"","","IN","Organismo Internacional",0,0,"vroselli@flacso.org.ar","http://www.flacso.org.ar/","070206000","","",9999,0,1,True,2,True,"(011)","5238-9478",""
2159,"","Facultad Latinoamericana de Ciencias Sociales","FLACSO","IU","N","FLACSO",0,"","","IN","",0,0,"flacso@flacso.org.ar","http://www.flacso.org.ar/",NULL,"","",9999,0,1,True,1,True,"(011)","5238-9478",""
3040,NULL,"Escuela Superior",NULL,"UA","N","ESUP",2157,"",NULL,"PU",NULL,0,0,"informes@iusm.edu.ar","https://iusm.edu.ar","070600504","","",9999,0,1,True,2,True,"011","45121014",""
2740,"","Instituto de Formación, Capacitación, Perfeccionamiento y Actualización Docente","","UA","N","IFDO",2157,"","","PU","",0,0,"informes@iusm.edu.ar","https://iusm.edu.ar/","070200503","","",9999,0,1,True,2,True,"011","45121012",""
3661,NULL,"Rectorado",NULL,"UA","N","IUSM",2157,NULL,NULL,"PU",NULL,0,0,"informes@iusm.edu.ar","https://iusm.edu.ar/","070200506","","",9999,0,2,True,1,True,"011","45121014",""
3254,NULL,"Escuela Superior de Informática",NULL,"UA","N","ESIN",2157,"",NULL,"PU",NULL,0,0,"informes@iusm.edu.ar","https://iusm.edu.ar/","070600551","","",9999,0,1,True,2,True,"011","47946904",""
2977,NULL,"Medicina",NULL,"UA","N","IUCBC",2854,"-",NULL,"PR",NULL,0,0,"secretaria@iucbc.edu.ar","http://iucbc.edu.ar/","071412500","","",9999,0,1,True,2,True,"0351","4688260",""
2829,"","Unidad Académica de Formación de Posgrado","","UA","N","UAFPG",59,"","","PU","",0,0,"posgrado@iupfa.edu.ar","www.iupfa.edu.ar","070200408","","",9999,0,1,True,2,True,"011","49055000",""
3620,NULL,"Rectorado",NULL,"UA","N","",2479,NULL,NULL,"PU",NULL,0,0,"ayudantia_rectorado@iugna.edu.ar","http://iugna.edu.ar","070200304","","",9999,0,2,True,1,True,"011","51693345",""
4074,NULL,"Rectorado",NULL,"UA","N","",4067,"",NULL,"PR",NULL,0,0,"hernanagrecco@gmail.com","www.iudpt.edu.ar","070215101","","",9999,0,1,False,1,True,"11","52630976",""
3660,NULL,"Rectorado",NULL,"UA","N","",672,NULL,NULL,"PR",NULL,0,0,"sec.academica@eut.edu.ar","http://www.cedier.org.ar/","070606101","","",9999,0,2,True,1,True,"223","4931101",""
2882,"","BIOINGENIERIA","","UA","N","",64,"","","PR","",0,0,"informes@itba.edu.ar","http://www.itba.edu.ar","070212200","","",2024,0,1,True,2,True,"","08102224822",""
2547,"","Unidad Académica de Grado y Posgrado Escuela Superior Gral. de Brig. Manuel María Calderón","","UA","N","",2479,"","","PU","",0,0,"eiannello@iugna.edu.ar","http://www.gendarmeria.gov.ar/","070200302","","",9999,0,1,True,2,True,"011","51693364",""
3262,NULL,"Unidad Académica de Pregrado Escuela de Suboficiales de Gendarmería ""Cabo Raúl Remberto Cuello""",NULL,"UA","N","",2479,"",NULL,"PU",NULL,0,0,"agr.acad.cuello@iugna.edu.ar","http://gendarmeria.gob.ar/educacion-e-institutos/","071400305","","",9999,0,1,True,2,True,"0325","401964",""
2480,"","Unidad Académica General Don Martín Miguel de Güemes","","UA","N","",2479,"","","PU","",0,0,"iugna@gendarmeria.gov.ar","http://www.gendarmeria.gov.ar/","070600301","","",9999,0,1,True,2,True,"011","46202304",""
694,"","Facultad de Medicina","","UA","N","MD",103,"","","PR","",0,0,"informesba@barcelo.edu.ar","www.barcelo.edu.ar","070209001","fundacionbarcelo","Fundbarcelo",9999,0,1,True,2,True,"5411","48000200",""
3588,NULL,"Rectorado",NULL,"UA","N","",103,"",NULL,"PR",NULL,0,0,"informesba@barcelo.edu.ar","www.barcelo.edu.ar","070209005","https://www.facebook.com/fundacionbarcelo/","https://twitter.com/fundbarcelo?lang=es",9999,0,2,True,1,True,"5411","48000200",""
2751,"","SEDE LA RIOJA. Facultad de Medicina","","UA","N","",103,"","","PR","",0,0,"informeslr@barcelo.edu.ar","www.barcelo.edu.ar","074609003","fundacionbarcelo","Fundbarcelo",9999,0,1,True,2,True,"5411","48000200",""
2752,"","SEDE SANTO TOME. Facultad de Medicina","","UA","N","",103,"","","PR","",0,0,"informesst@barcelo.edu.ar","www.barcelo.edu.ar","071809004","fundacionbarcelo","Fundbarcelo",9999,0,1,True,2,True,"5411","48000200",""
3625,NULL,"Rectorado",NULL,"UA","N","",922,"",NULL,"PR",NULL,0,0,"iuc@iuc.edu.ar","www.iuc.edu.ar","070209804","www.facebook.com/institutouniversitariocemic","www.twitter.com/IUCemic",9999,0,2,True,1,True,"","52990900",""
3942,NULL,"Unidad Académica Escuela de Ciencias de la Salud",NULL,"UA","N","IUC",922,"",NULL,"PR",NULL,0,0,"rectorado@iuc.edu.ar","www.iuc.edu.ar","070209803","","",9999,0,1,False,2,True,"11","52990900",""
3155,NULL,"Unidad Académica Instituto de Investigaciones",NULL,"UA","N","",922,"1430",NULL,"PR",NULL,0,0,"investigacion@cemic.edu.ar","www.cemic.edu.ar","070209801","","",9999,0,1,True,2,True,"11","52990900",""
3626,NULL,"Rectorado",NULL,"UA","N","",2302,NULL,NULL,"PR",NULL,0,0,"informes@iuean.edu.ar","http://www.iuean.edu.ar","070210303","","",9999,0,2,True,1,True,"011","50323900",""
2353,"","Unidad Académica Capital Federal - Sede Central","","UA","N","IUEAN",2302,"1055","","PR","",0,0,"informes@iuean.edu.ar","http://www.iuean.edu.ar","070210302",NULL,NULL,9999,0,1,True,2,True,"011","50323900",""
2354,"","Unidad Académica Provincia de Buenos Aires - Sede Martínez","","UA","N","UEAN",2302,"1640","","PR","",0,0,"informes@ean.edu.ar","http://www.ean.edu.ar","070610301",NULL,NULL,9999,0,1,True,2,True,"011","50323900",""
685,"","Sede Central","","UA","N","EUT",672,"","","PR","",0,0,"sec.academica@eut.edu.ar","http://www.cedier.org.ar/","070606100","","",9999,0,1,True,2,True,"223","4931101",""
3829,NULL,"Hospital Ingerzonal General de Agudos ""Dr. Pedro Fiorito""",NULL,"UA","N","",33,"",NULL,"PU",NULL,0,0,"doeinfo@rec.uba.ar","www.fmed.uba.ar","070615427","","",9999,0,1,False,4,True,"011","52855000",NULL
3830,NULL,"Hospital Interzonal de Agudos ""Evita""",NULL,"UA","N","",33,"",NULL,"PU",NULL,0,0,"doeinfo@rec.uba.ar","www.fmed.uba.ar","070615428","","",9999,0,1,False,4,True,"011","52855000",NULL
3099,"","Departamento de Ciencias Sociales","","UA","N","",3098,"","","PU","",0,0,"rectorado@iunma.edu.ar","www.iunma.edu.ar","070212302","https://www.facebook.com/iunmaoficial","",2023,0,1,True,2,True,NULL,NULL,NULL
3562,NULL,"Departamento de Organizaciones",NULL,"UA","N","IUCOOP",3538,"",NULL,"PR",NULL,0,0,"iucoop@iucoop.edu.ar","iucoop.edu.ar","070214901","/iucoop","@iucoop",2021,0,1,False,2,True,NULL,NULL,NULL
3673,NULL,"Rectorado",NULL,"UA","N","",3538,"",NULL,"PR",NULL,0,0,"iucoop@iucoop.edu.ar","iucoop@iucoop.edu.ar","070214902","Instituto universitario de la cooperación","@iucoop",2021,0,2,True,1,True,NULL,NULL,NULL
3947,NULL,"Extensión Áulica de Psicología - Venado Tuerto",NULL,"UA","N","",2113,"",NULL,"PR",NULL,0,0,"sapsicologiavt@iunir.edu.ar","www.iunir.edu.ar","070611116","","",2019,0,1,False,4,True,NULL,NULL,NULL
3515,NULL,"Departamento de Ciencias Ambientales y Producción",NULL,"UA","N","",3134,"",NULL,"PU",NULL,0,0,"info@unlc.edu.ar","www.unlc.edu.ar","077414602","","",9999,0,1,False,2,True,"2656","474612",""
